InventoryID	Source	LanguageCode	LanguageName	Glottocode	GlottologName	Trump	LanguageFamilyRoot	LanguageFamilyGenus	Country	Area	Population	Latitude	Longitude	Phonemes	Consonants	Tones	Vowels
1	SPA	kor	Korean	kore1280	Korean	1	asis	Korean	Korea, South	Asia	42,000,000	37.5	128.0	40	22	0	18
2	SPA	ket	Ket	kett1243	Ket	1	yeos	Yeniseian	Russian Federation	Europe	190	63.7551	87.5466	32	18	0	14
3	SPA	lbe	Lak	lakk1252	Lak	1	ncau	Lak-Dargwa	Russian Federation	Europe	157,000	42.1328	47.0809	69	60	0	9
4	SPA	kbd	Kabardian	kaba1278	Kabardian	1	ncau	Northwest Caucasian	Russian Federation	Europe	520,000	43.5082	43.3918	56	49	0	7
5	SPA	kat	Georgian	nucl1302	Nuclear Georgian	1	kart	Kartvelian	Georgia	Asia	3,900,000	39.3705	45.8066	35	29	0	6
6	SPA	bsk	Burushaski	buru1296	Burushaski	1	asis	Burushaski	Pakistan	Asia	87,000	36.2161	74.8236	53	38	3	12
7	SPA	kru	Kurukh	kuru1302	Kurukh	1	drav	Northern Dravidian	India	Asia	2,050,000	24.4644	86.4657	68	46	0	22
8	SPA	tel	Telugu	telu1262	Telugu	2	drav	South-Central Dravidian	India	Asia	69,600,000	16.4529	78.7024	68	47	0	21
9	SPA	kfe	Kota	kota1263	Kota (India)	2	drav	Southern Dravidian	India	Asia	900	11.4978	76.9387	34	23	0	11
10	SPA	unr	Mundari	mund1320	Mundari	2	ausa	Munda	India	Asia	1,550,000	25.0391	87.1792	37	32	0	5
11	SPA	khr	Kharia	khar1287	Kharia	3	ausa	Munda	India	Asia	292,000	22.3571	84.3922	41	31	0	10
12	SPA	kha	Khasi	khas1269	Khasi	1	ausa	Khasian	India	Asia	865,000	24.977	91.9998	28	19	0	9
13	SPA	sed	Sedang	seda1262	Sedang	1	ausa	Bahnaric	Viet Nam	Asia	101,000	14.7793	108.027	53	39	0	14
14	SPA	khm	Cambodian	cent1989	Central Khmer	1	ausa	Khmer	Cambodia	Asia	12,300,000	12.0515	105.015	42	21	0	21
15	SPA	vie	Vietnamese	viet1252	Vietnamese	1	ausa	Viet-Muong	Viet Nam	Asia	65,800,000	18.3887	106.757	39	21	6	12
16	SPA	cmn	Mandarin Chinese	mand1415	Mandarin Chinese	2	sitb	Chinese	China	Asia	840,000,000	40.0209	116.228	43	27	4	12
17	SPA	wuu	Wu	wuch1236	Wu Chinese	1	sitb	Chinese	China	Asia	77,200,000	29.8621	119.682	41	29	3	9
18	SPA	hak	Hakka	hakk1236	Hakka Chinese	1	sitb	Chinese	China	Asia	25,700,000	25.0	116.0	31	21	4	6
19	SPA	yue	Cantonese	yuec1235	Yue Chinese	1	sitb	Chinese	China	Asia	52,000,000	23.0	113.0	32	22	5	5
20	SPA	ium	Yao	iumi1238	Iu Mien	1	hmom	Hmong-Mien	China	Asia	383,000	20.83	101.17	49	35	6	8
21	SPA	dap	Dafla	nisi1239	Nisi (India)	1	sitb	Tani	India	Asia	261,000	27.3708	93.1284	27	16	2	9
22	SPA	mya	Burmese	nucl1310	Nuclear Burmese	1	sitb	Burmese-Lolo	Myanmar	Asia	32,000,000	20.7926	93.9665	50	34	3	13
23	SPA	lhu	Lahu	lahu1253	Lahu	1	sitb	Burmese-Lolo	China	Asia	280,000	21.2701	100.214	40	26	5	9
24	SPA	grt	Garo	garo1247	Garo	2	sitb	Bodo-Garo	India	Asia	780,000	25.2954	90.462	26	21	0	5
25	SPA	ksw	Karen	sgaw1245	S'gaw Karen	1	sitb	Karen	Myanmar	Asia	1,280,000	17.9872	97.7126	39	27	3	9
26	SPA	lbc	Lakkia	lakk1238	Lakkia	1	taik	Kadai	China	Asia	12,000	24.1169	110.106	59	31	6	22
27	SPA	tha	Thai	thai1261	Thai	1	taik	Kam-Tai	Thailand	Asia	20,200,000	14.192	100.671	45	21	6	18
28	SPA	pcc	Yay	bouy1240	Bouyei	1	taik	Kam-Tai	China	Asia	2,600,000	24.8484	106.187	38	24	6	8
29	SPA	cja	Cham	west2650	Western Cham	1	anes	Malayic	Cambodia	Asia	290,000	12.4771	104.026	35	24	2	9
30	SPA	tay	Atayal	atay1247	Atayal	1	anes	Atayalic	Taiwan	Asia	84,300	24.5209	121.388	27	19	0	8
31	SPA	plt	Malagasy	plat1254	Plateau Malagasy	1	anes	Barito	Madagascar	Africa	7,520,000	-19.5907	47.1211	36	31	0	5
32	SPA	zsm	Malay	stan1306	Standard Malay	1	anes	Malayic	Malaysia	Asia	1	3.08896	101.699	27	21	0	6
33	SPA	btx	Batak	bata1293	Batak Karo	2	anes	Sumatra	Indonesia	Asia	600,000	2.12787	98.2517	21	16	0	5
34	SPA	snv	Saban	saba1265	Sa'ban	1	anes	Northwest Malayo-Polynesian	Malaysia	Asia	1,110	3.58723	115.664	46	38	0	8
35	SPA	sun	Sundanese	sund1252	Sundanese	1	anes	Sundanese	Indonesia	Asia	34,000,000	-6.89708	107.106	26	19	0	7
36	SPA	jav	Javanese	java1254	Javanese	2	anes	Javanese	Indonesia	Asia	84,300,000	-0.572307	110.885	30	22	0	8
37	SPA	tgl	Tagalog	taga1270	Tagalog	2	anes	Meso-Philippine	Philippines	Asia	21,500,000	14.06	121.747	28	18	0	10
38	SPA	cha	Chamorro	cham1312	Chamorro	1	anes	Chamorro	Guam	Pacific	62,500	14.3307	145.276	36	30	0	6
39	SPA	iai	Iai	iaai1238	Iaai	1	anes	Oceanic	New Caledonia	Pacific	1,560	-20.6301	166.59	52	33	0	19
40	SPA	khl	Kaliai	lusi1240	Lusi	1	anes	Oceanic	Papua New Guinea	Pacific	2,000	-5.55033	149.148	28	18	0	10
41	SPA	adz	Adzera	adze1240	Adzera	1	anes	Oceanic	Papua New Guinea	Pacific	28,900	-6.39394	146.294	25	18	0	7
42	SPA	mri	Maori	maor1246	Maori	1	anes	Oceanic	New Zealand	Pacific	60,000	-38.2881	176.541	20	10	0	10
43	SPA	haw	Hawaiian	hawa1245	Hawaiian	1	anes	Oceanic	United States	America	1,000	19.6297	-155.43	19	9	0	10
44	SPA	ant	Western Desert	anta1253	Antakarinya	1	aust	Pama-Nyungan	Australia	Pacific	50	-27.1152	134.838	23	17	0	6
45	SPA	nna	Nyangumata	nyan1301	Nyangumarta	1	aust	Pama-Nyungan	Australia	Pacific	260	-20.6271	121.391	27	20	0	7
46	SPA	kjn	Kunjen	kunj1245	Kunjen	1	aust	Pama-Nyungan	Australia	Pacific	20	-16.6807	143.53	28	23	0	5
47	SPA	zmr	Maranungku	mara1386	Maranunggu	1	aust	Western Daly	Australia	Pacific	15	-13.6754	130.12	24	19	0	5
48	SPA	mph	Maung	maun1240	Maung	1	aust	Iwaidjan	Australia	Pacific	240	-11.8393	133.185	24	19	0	5
49	SPA	nuy	Nunggubuyu	nung1290	Nunggubuyu	1	aust	Nunggubuyu	Australia	Pacific	360	-14.2623	135.753	24	19	0	5
50	SPA	alh	Alawa	alaw1244	Alawa	1	aust	Maran	Australia	Pacific	18	-15.5458	134.282	28	23	0	5
51	SPA	wim	Wik-Munkan	wikm1247	Wik-Mungkan	1	aust	Pama-Nyungan	Australia	Pacific	840	-13.9805	141.816	23	13	0	10
52	SPA	set	Sentani	nucl1632	Nuclear Nuclear Sentani	1	trng	Sentani	Indonesia	Asia	30,000	-2.6013	140.512	17	10	0	7
53	SPA	kmo	Washkuk	kwom1262	Kwoma	1	sepr	Middle Sepik	Papua New Guinea	Pacific	3,000	-4.08721	142.664	31	24	0	7
54	SPA	tml	Asmat	tamn1235	Tamnim Citak	1	trng	Asmat-Kamoro	Indonesia	Asia	290	-5.57962	139.233	19	14	0	5
55	SPA	tlf	Telefol	tele1256	Telefol	1	trng	Ok	Papua New Guinea	Pacific	5,400	-5.07444	141.731	27	17	2	8
56	SPA	gaj	Gadsup	gads1258	Gadsup	1	trng	Eastern Highlands	Papua New Guinea	Pacific	22,100	-6.31631	145.997	19	9	4	6
57	SPA	auy	Auyana	awiy1238	Awiyaana	1	trng	Eastern Highlands	Papua New Guinea	Pacific	11,100	-6.54079	145.76	20	11	3	6
58	SPA	kup	Kunimaipa	kuni1267	Kunimaipa	1	trng	Goilalan	Papua New Guinea	Pacific	8,200	-8.09371	146.908	20	15	0	5
59	SPA	spl	Selepet	sele1250	Selepet	1	trng	Finisterre-Huon	Papua New Guinea	Pacific	7,000	-6.03532	147.234	21	15	0	6
60	SPA	nas	Nasioi	naas1242	Naasioi	1	epap	East Bougainville	Papua New Guinea	Pacific	20,000	-6.46022	155.632	18	8	0	10
61	SPA	ale	Aleut	aleu1260	Aleut	1	eska	Aleut	United States	America	300	52.1228	-174.29	36	30	0	6
62	SPA	kal	Inuit	kala1399	Kalaallisut	1	eska	Eskimo	Greenland	America	47,800	69.3761	-52.864	38	32	0	6
63	SPA	chp	Chipewyan	chip1261	Chipewyan	1	nadn	Athapaskan	Canada	America	9,030	58.3637	-110.832	61	39	4	18
64	SPA	tol	Chasta Costa	tolo1259	Tolowa	2	nadn	Athapaskan	United States	America	4	41.9192	-124.1	44	29	0	15
65	SPA	hup	Hupa	hupa1239	Hupa	1	nadn	Athapaskan	United States	America	8	41.0982	-123.68	42	35	0	7
66	SPA	nav	Navaho	nava1243	Navajo	1	nadn	Athapaskan	United States	America	149,000	36.2106	-110.082	54	36	2	16
67	SPA	hdn	Haida	nort2938	Northern Haida	1	nadn	Haida	Canada	America	30	54.6931	-132.465	50	47	0	3
68	SPA	squ	Squamish	squa1248	Squamish	1	sali	Central Salish	Canada	America	15	49.3231	-123.014	37	30	0	7
69	SPA	str	Salish	stra1244	Straits Salish	2	sali	Central Salish	Canada	America	20	48.722	-123.037	43	36	0	7
70	SPA	noo	Nootka	noot1239	Nootka	2	waka	Southern Wakashan	Canada	America	200	49.6212	-126.086	47	37	0	10
71	SPA	kwk	Kwakiutl	kwak1269	Kwakiutl	1	waka	Northern Wakashan	Canada	America	190	50.9269	-127.308	55	46	0	9
72	SPA	ojg	Ojibwa	east2542	Eastern Ojibwa	1	algi	Algonquian	Canada	America	25,900	45.0112	-79.7503	27	16	0	11
73	SPA	unm	Delaware	unam1242	Unami	1	algi	Algonquian	United States	America	No_known_speakers	35.0264	-98.3201	39	22	0	17
74	SPA	wic	Wichita	wich1260	Wichita	1	cadd	Caddoan	United States	America	1	35.0665	-98.1831	29	21	0	8
75	SPA	lkt	Dakota	lako1247	Lakota	1	siou	Siouan	United States	America	6,200	46.3699	-103.95	36	27	0	9
76	SPA	see	Seneca	sene1264	Seneca	1	iroq	Northern Iroquoian	United States	America	150	42.6128	-79.3403	27	11	0	16
77	SPA	one	Oneida	onei1249	Oneida	1	iroq	Northern Iroquoian	Canada	America	200	43.7729	-84.0577	22	10	0	12
78	SPA	yuc	Yuchi	yuch1247	Yuchi	2	nais	Yuchi	United States	America	50	35.9615	-95.0393	64	38	0	26
79	SPA	akz	Alabama	alab1237	Alabama	1	musk	Muskogean	United States	America	100	30.7674	-94.6285	21	15	0	6
80	SPA	tun	Tunica	tuni1252	Tunica	1	gulf	Tunica	United States	America	Extinct	30.9888	-92.5403	25	18	0	7
81	SPA	nez	Nez Perce	nezp1238	Nez Perce	1	penu	Sahaptian	United States	America	200	46.3073	-116.408	36	26	0	10
82	SPA	nmu	Maidu	nort2952	Northeast Maidu	1	penu	Maiduan	United States	America	2	40.4102	-120.645	24	18	0	6
83	SPA	zoc	Zoque	copa1236	Copainala Zoque	2	mizo	Mixe-Zoque	Mexico	America	4,500	17.2157	-93.3183	32	26	0	6
84	SPA	top	Totonac	papa1238	Papantla Totonac	1	toto	Totonacan	Mexico	America	80,000	20.5671	-97.2554	26	20	0	6
85	SPA	chf	Chontal	taba1266	Tabasco Chontal	1	maya	Mayan	Mexico	America	38,000	18.1713	-92.7367	37	25	0	12
86	SPA	tzh	Tzeltal	tzel1254	Tzeltal	1	maya	Mayan	Mexico	America	90,000	16.6384	-92.2786	30	25	0	5
87	SPA	tsz	Tarascan	pure1242	Purepecha	1	tara	Tarascan	Mexico	America	40,000	19.2467	-101.631	32	26	0	6
88	SPA	kyh	Karok	karo1304	Karok	1	hoka	Karok	United States	America	10	41.8228	-123.315	41	27	3	11
89	SPA	pom	Pomo	sout2982	Southeastern Pomo	1	hoka	Pomoan	United States	America	5	38.9354	-122.599	38	27	0	11
90	SPA	dih	Digueno	kumi1248	Kumiai	1	hoka	Yuman	Mexico	America	220	32.5153	-116.609	34	25	0	9
91	SPA	zun	Zuni	zuni1245	Zuni	1	nais	Zuni	United States	America	9,650	35.0056	-108.782	54	44	0	10
92	SPA	tix	Tiwa	sout2961	Southern Tiwa	1	kita	Kiowa-Tanoan	United States	America	1,630	34.7873	-106.661	41	26	3	12
93	SPA	tew	Tewa	tewa1260	Tewa (USA)	1	kita	Kiowa-Tanoan	United States	America	1,300	35.9053	-106.124	57	34	4	19
94	SPA	lui	Luiseno	luis1253	Luiseno	1	utaz	Takic	United States	America	35	33.3184	-116.939	34	23	0	11
95	SPA	hop	Hopi	hopi1249	Hopi	1	utaz	Hopi	United States	America	5,260	35.7653	-110.535	49	31	0	18
96	SPA	ood	Pima	toho1245	Tohono O'odham	1	utaz	Tepiman	United States	America	9,600	31.7973	-111.995	29	19	0	10
97	SPA	ote	Otomi	mezq1235	Mezquital Otomi	1	otma	Otomian	Mexico	America	100,000	20.2274	-99.5564	58	42	3	13
98	SPA	maz	Mazahua	cent2144	Central Mazahua	1	otma	Otomian	Mexico	America	350,000	19.7357	-100.018	63	45	3	15
99	SPA	maq	Mazateco	chiq1250	Chiquihuitlan Mazatec	1	otma	Popolocan	Mexico	America	2,500	18.0541	-96.6659	38	26	4	8
100	SPA	mig	Mixtec	sanm1295	San Miguel El Grande Mixtec	1	otma	Mixtecan	Mexico	America	14,500	17.0777	-97.5432	32	19	3	10
101	SPA	cbi	Cayapa	chac1249	Chachi	2	barb	Barbacoan	Ecuador	America	9,500	0.71489	-79.0508	28	24	0	4
102	SPA	pbb	Paez	paez1247	Paez	2	saso	Páezan	Colombia	America	77,400	2.61516	-76.3125	39	29	0	10
103	SPA	ito	Itonama	iton1250	Itonama	2	saso	Itonama	Bolivia	America	10	-12.8043	-64.3575	25	19	0	6
104	SPA	quh	Quechua	sout2991	South Bolivian Quechua	1	quch	Quechuan	Bolivia	America	2,780,000	-20.9201	-66.3331	37	32	0	5
105	SPA	ayr	Aymara	cent2142	Central Aymara	3	ayma	Aymaran	Bolivia	America	1,790,000	-17.0	-68.5	42	36	0	6
106	SPA	arn	Araucanian	mapu1245	Mapudungun	2	arcn	Araucanian	Chile	America	200,000	-38.7392	-71.277	26	20	0	6
107	SPA	crb	Island Carib	isla1278	Island Carib	1	arwk	Arawakan	Dominica	America	Ancient	14.2906	-61.2395	29	17	0	12
108	SPA	wap	Wapishana	wapi1253	Wapishana	2	arwk	Arawakan	Guyana	America	6,000	2.58744	-59.8021	29	17	0	12
109	SPA	guc	Goajiro	wayu1243	Wayuu	2	arwk	Arawakan	Colombia	America	135,000	10.2252	-71.8101	46	28	0	18
110	SPA	cni	Campa	asha1243	Ashaninka	2	arwk	Arawakan	Peru	America	26,100	-11.9311	-73.9073	21	17	0	4
111	SPA	ign	Moxo	igna1246	Ignaciano	2	arwk	Arawakan	Bolivia	America	4,500	-15.1188	-65.3993	25	21	0	4
112	SPA	ame	Amuesha	yane1238	Yanesha'	2	arwk	Arawakan	Peru	America	9,830	-10.5454	-75.315	29	23	0	6
113	SPA	jiv	Jivaro	shua1257	Shuar	2	jiva	Jivaroan	Ecuador	America	46,700	-3.45136	-78.1892	24	16	0	8
114	SPA	bao	Barasano	waim1255	Waimaha	2	tucn	Tucanoan	Colombia	America	600	0.30416	-70.1644	25	11	2	12
115	SPA	tca	Ticuna	ticu1245	Ticuna	2	saso	Ticuna	Brazil	America	32,600	-3.66289	-69.8723	38	18	9	11
116	SPA	car	Carib	gali1262	Galibi Carib	4	cari	Cariban	Venezuela	America	4,450	5.83772	-56.8323	28	16	0	12
117	SPA	oca	Ocaina	ocai1244	Ocaina	2	wita	Huitoto	Peru	America	54	-2.159	-72.1422	38	27	2	9
118	SPA	srq	Siriono	siri1273	Siriono	2	tupi	Tupi-Guaraní	Bolivia	America	400	-15.5298	-63.9688	28	18	0	10
119	SPA	gug	Guarani	para1311	Paraguayan Guarani	2	tupi	Tupi-Guaraní	Paraguay	America	4,650,000	-25.6055	-57.0882	36	24	0	12
120	SPA	amc	Amahuaca	amah1246	Amahuaca	2	pano	Panoan	Peru	America	110	-10.2012	-72.3208	22	14	0	8
121	SPA	cao	Chacobo	chac1251	Chacobo	2	pano	Panoan	Bolivia	America	550	-12.133	-66.7164	21	17	0	4
122	SPA	apn	Apinaye	apin1244	Apinaye	2	macg	Ge-Kaingang	Brazil	America	1,260	-6.10774	-47.6315	49	14	0	35
123	SPA	rif	Shilha	tari1263	Tarifit	1	afas	Berber	Morocco	Africa	1,500,000	35.3281	-1.87354	49	45	0	4
124	SPA	hau	Hausa	haus1257	Hausa	1	afas	West Chadic	Nigeria	Africa	18,500,000	11.1513	8.7804	45	32	3	10
125	SPA	anc	Angas	ngas1240	Ngas	1	afas	West Chadic	Nigeria	Africa	400,000	9.32042	9.46146	44	30	3	11
126	SPA	mrt	Margi	marg1265	Marghi Central	1	afas	Biu-Mandara	Nigeria	Africa	158,000	10.8385	12.9952	44	36	2	6
127	SPA	som	Somali	soma1255	Somali	1	afas	Eastern Cushitic	Somalia	Africa	8,340,000	3.15088	40.4818	52	30	2	20
128	SPA	awn	Awiya	awng1244	Awngi	2	afas	Central Cushitic	Ethiopia	Africa	500,000	10.9819	36.6916	39	28	4	7
129	SPA	irk	Iraqw	iraq1241	Iraqw	1	afas	Southern Cushitic	Tanzania	Africa	462,000	-4.19948	35.2939	48	33	3	12
130	SPA	tig	Tigre	tigr1270	Tigre	1	afas	Semitic	Eritrea	Africa	1,050,000	17.3494	38.2233	54	47	0	7
131	SPA	amh	Amharic	amha1245	Amharic	1	afas	Semitic	Ethiopia	Africa	17,400,000	11.7082	39.5435	59	52	0	7
132	SPA	arz	Egyptian Arabic	egyp1253	Egyptian Arabic	1	afas	Semitic	Egypt	Africa	52,500,000	31.0	31.0	67	58	0	9
133	SPA	ary	Moroccan Arabic	moro1292	Moroccan Arabic	1	afas	Semitic	Morocco	Africa	18,800,000	32.5	-7.5	78	74	0	4
134	SPA	mlt	Maltese	malt1254	Maltese	1	afas	Semitic	Malta	Europe	300,000	35.8884	14.4508	55	45	0	10
135	SPA	heb	Modern Hebrew	hebr1245	Hebrew	1	afas	Semitic	Israel	Asia	4,850,000	31.1056	35.0179	30	24	0	6
136	SPA	xtc	Katcha	katc1249	Katcha-Kadugli-Miri	4	nsah	Kadugli	Sudan	Africa	75,000	10.8423	29.4914	32	23	2	7
137	SPA	xpe	Kpelle	libe1247	Liberia Kpelle	1	ncon	Western Mande	Liberia	Africa	487,000	6.92048	-9.96128	49	32	3	14
138	SPA	wol	Wolof	nucl1347	Nuclear Wolof	1	ncon	Northern Atlantic	Senegal	Africa	3,930,000	15.2534	-15.383	40	26	0	14
139	SPA	dag	Dagbani	dagb1246	Dagbani	1	ncon	Gur	Ghana	Africa	800,000	9.64745	-0.43227	37	24	2	11
140	SPA	aka	Akan	akan1250	Akan	2	ncon	Kwa	Ghana	Africa	8,300,000	6.34756	-1.33254	40	22	3	15
141	SPA	gaa	Ga	gaaa1244	Ga	1	ncon	Kwa	Ghana	Africa	600,000	5.65488	-0.18598	47	32	3	12
142	SPA	ewe	Ewe	ewee1241	Ewe	1	ncon	Kwa	Ghana	Africa	2,250,000	6.46061	0.814975	45	28	3	14
143	SPA	ibo	Igbo	nucl1417	Nuclear Igbo	1	ncon	Igboid	Nigeria	Africa	18,000,000	4.62705	7.23441	65	46	3	16
144	SPA	beq	Beembe	beem1239	Beembe	1	ncon	Bantoid	Congo	Africa	3,200	-3.95895	14.1	41	19	2	20
145	SPA	swh	Swahili	swah1253	Swahili	1	ncon	Bantoid	Tanzania	Africa	350,000	-8.25605	37.624	36	31	0	5
146	SPA	lue	Luvale	luva1239	Luvale	1	ncon	Bantoid	Zambia	Africa	168,000	-13.5382	22.2924	36	22	4	10
147	SPA	zul	Zulu	zulu1248	Zulu	1	ncon	Bantoid	South Africa	Africa	9,980,000	-25.3305	31.3512	43	35	3	5
148	SPA	gbp	Gbeya	gbay1287	Gbaya-Bossangoa	1	ncon	Ubangi	Central African Republic	Africa	200,000	6.61896	17.645	45	31	2	12
149	SPA	ses	Songhai	koyr1242	Koyraboro Senni Songhai	2	nsah	Songhay	Mali	Africa	100,000	16.9634	-0.55187	48	33	0	15
150	SPA	knc	Kanuri	cent2050	Central Kanuri	1	nsah	Western Saharan	Nigeria	Africa	3,000,000	11.8863	16.3918	35	25	4	6
151	SPA	lgg	Logbara	lugb1240	Lugbara	1	nsah	Moru-Madi	Uganda	Africa	797,000	3.02245	30.8642	42	27	3	12
152	SPA	fia	Mahas-Fiyadikka	nobi1240	Nobiin	1	nsah	Nubian	Sudan	Africa	295,000	22.8142	31.8376	45	33	2	10
153	SPA	luo	Luo	luok1236	Luo (Kenya and Tanzania)	1	nsah	Nilotic	Kenya	Africa	4,270,000	-0.93296	34.4896	35	23	3	9
154	SPA	mas	Maasai	masa1300	Masai	1	nsah	Nilotic	Kenya	Africa	590,000	-3.1419	36.4573	43	21	4	18
155	SPA	naq	Nama	nama1264	Nama (Namibia)	1	khoi	Central Khoisan	Namibia	Africa	200,000	-25.0747	17.9767	33	19	6	8
156	SPA	gle	Irish Gaelic	iris1253	Irish	1	ieur	Celtic	Ireland	Europe	260,000	53.2186	-7.61509	68	44	0	24
157	SPA	bre	Breton	bret1244	Breton	1	ieur	Celtic	France	Europe	500,000	48.2452	-3.78934	42	25	0	17
158	SPA	isl	Icelandic	icel1247	Icelandic	1	ieur	Germanic	Iceland	Europe	230,000	63.4837	-19.0212	39	23	0	16
159	SPA	nob	Norwegian	norw1259	Norwegian Bokmål	1	ieur	Germanic	Norway	Europe	4,640,000	61.112	8.886	48	27	2	19
160	SPA	eng	English	stan1293	Standard English	1	ieur	Germanic	United Kingdom	Europe	58,100,000	53.0	-1.0	40	27	0	13
161	SPA	deu	German	stan1295	Standard German	1	ieur	Germanic	Germany	Europe	75,300,000	48.649	12.4676	39	23	0	16
162	SPA	fra	French	stan1290	Standard French	1	ieur	Romance	France	Europe	53,200,000	48.0	2.0	40	23	0	17
163	SPA	por	Portuguese	port1283	Portuguese	1	ieur	Romance	Portugal	Europe	10,000,000	42.0341	-4.18815	38	23	0	15
164	SPA	spa	Spanish	stan1288	Standard Spanish	1	ieur	Romance	Spain	Europe	28,200,000	40.4414	-1.11788	25	20	0	5
165	SPA	ron	Rumanian	roma1327	Romanian	1	ieur	Romance	Romania	Europe	19,700,000	46.3913	24.2256	31	22	0	9
166	SPA	rus	Russian	russ1263	Russian	1	ieur	Slavic	Russian Federation	Europe	116,000,000	53.9195	72.3926	38	33	0	5
167	SPA	bul	Bulgarian	bulg1262	Bulgarian	1	ieur	Slavic	Bulgaria	Europe	7,990,000	43.3646	25.047	49	37	0	12
168	SPA	lit	Lithuanian	lith1251	Lithuanian	1	ieur	Baltic	Lithuania	Europe	2,960,000	55.1429	23.9601	47	36	0	11
169	SPA	als	Albanian	tosk1239	Tosk Albanian	1	ieur	Albanian	Albania	Europe	2,900,000	41.0	20.0	35	28	0	7
170	SPA	ell	Modern Greek	mode1248	Modern Greek (1453-)	1	ieur	Greek	Greece	Europe	10,700,000	42.3224	24.8699	26	21	0	5
171	SPA	hye	Armenian	nucl1235	Nuclear Armenian	1	ieur	Armenian	Armenia	Asia	3,140,000	40.0	45.0	37	30	0	7
172	SPA	pes	Persian	west2369	Western Farsi	1	ieur	Iranian	Iran	Asia	22,000,000	28.6593	55.1586	30	24	0	6
173	SPA	pst	Pashto	cent1973	Central Pashto	1	ieur	Iranian	Pakistan	Asia	7,920,000	31.9153	69.4529	38	31	0	7
174	SPA	kas	Kashimiri	kash1277	Kashmiri	2	ieur	Indic	India	Asia	5,420,000	34.1668	74.3305	56	27	0	29
175	SPA	pan	Punjabi	panj1256	Panjabi	1	ieur	Indic	India	Asia	27,100,000	30.0368	75.6702	73	50	3	20
176	SPA	hin	Hindi-Urdu	hind1269	Hindi	1	ieur	Indic	India	Asia	180,000,000	25.0	77.0	94	71	0	23
177	SPA	ben	Bengali	beng1280	Bengali	1	ieur	Indic	Bangladesh	Asia	110,000,000	24.0	90.0	53	36	0	17
178	SPA	sin	Sinhalese	sinh1246	Sinhala	1	ieur	Indic	Sri Lanka	Asia	15,500,000	8.0	81.0	53	37	0	16
179	SPA	eus	Basque	basq1248	Basque	1	basq	Basque	Spain	Europe	580,000	43.2787	-1.31622	28	23	0	5
180	SPA	fin	Finnish	finn1318	Finnish	1	urlc	Finnic	Finland	Europe	4,700,000	64.7628	25.5577	42	25	0	17
181	SPA	mhr	Cheremis	east2328	Eastern Mari	2	urlc	Mari	Russian Federation	Europe	451,000	55.8307	48.405	34	25	0	9
182	SPA	kpv	Komi	komi1268	Komi-Zyrian	1	urlc	Finnic	Russian Federation	Europe	217,000	64.0527	54.946	36	29	0	7
183	SPA	hun	Hungarian	hung1274	Hungarian	1	urlc	Ugric	Hungary	Europe	9,550,000	46.9069	19.6555	65	50	0	15
184	SPA	kca	Ostyak	khan1273	Khanty	2	urlc	Ugric	Russian Federation	Europe	13,600	62.4308	66.1218	32	19	0	13
185	SPA	yrk	Yurak	nene1249	Nenets	1	urlc	Samoyedic	Russian Federation	Europe	31,300	66.1775	71.0234	34	26	0	8
186	SPA	tur	Turkish	nucl1301	Nuclear Turkish	1	altc	Turkic	Turkey	Asia	46,300,000	39.8667	32.8667	40	24	0	16
187	SPA	azb	Azerbaijani	sout2697	South Azerbaijani	1	altc	Turkic	Iran	Asia	11,200,000	36.5137	48.4302	34	25	0	9
188	SPA	kir	Kirghiz	kirg1245	Kirghiz	1	altc	Turkic	Kyrgyzstan	Asia	2,450,000	42.0	74.0	36	20	0	16
189	SPA	chv	Chuvash	chuv1255	Chuvash	1	altc	Turkic	Russian Federation	Europe	1,640,000	55.487	47.163	39	30	0	9
190	SPA	sah	Yakut	yaku1245	Yakut	1	altc	Turkic	Russian Federation	Europe	363,000	61.6974	133.98	49	33	0	16
191	SPA	khk	Khalkha	halh1238	Halh Mongolian	1	altc	Mongolic	Mongolia	Asia	2,330,000	48.324	106.289	35	21	0	14
192	SPA	eve	Even	even1260	Even	1	altc	Tungusic	Russian Federation	Europe	7,170	70.6687	130.914	36	18	0	18
193	SPA	yux	Yukaghir	sout2750	Southern Yukaghir	2	yuka	Yukaghir	Russian Federation	Europe	30	64.218	154.375	32	20	0	12
194	SPA	niv	Gilyak	gily1242	Gilyak	1	asis	Nivkh	Russian Federation	Europe	690	52.59	140.681	44	34	0	10
195	SPA	ckt	Chukchi	chuk1273	Chukot	1	chka	Northern Chukotko-Kamchatkan	Russian Federation	Europe	7,740	68.6436	170.045	22	15	0	7
196	SPA	ain	Ainu	ainu1240	Ainu (Japan)	1	asis	Ainu	Japan	Asia	15	47.2332	142.874	17	12	0	5
197	SPA	jpn	Japanese	nucl1643	Nuclear Japanese	1	japo	Japanese	Japan	Asia	121,000,000	35.0	135.0	40	27	2	11
198	UPSID	aal	KOTOKO	afad1236	Afade	1	afas	Biu-Mandara	Nigeria	Africa	31,000	12.0551	14.6343	36	27	0	9
199	UPSID	acv	ACHUMAWI	achu1247	Achumawi	1	hoka	Palaihnihan	United States	America	16	41.0979	-121.191	23	17	0	6
200	UPSID	adz	ADZERA	adze1240	Adzera	2	anes	Oceanic	Papua New Guinea	Pacific	28,900	-6.39394	146.294	25	18	0	7
